carrera,cuatrimestre,codigo,materia,creditos,creditos_requeridos,correlativas
Bioingeniería,Año 1 - Cuatrimestre 1,12.67,Química General,6,,
Bioingeniería,Año 1 - Cuatrimestre 1,71.58,Informática General,3,,
Bioingeniería,Año 1 - Cuatrimestre 1,92.01,Análisis Matemático I,6,,
Bioingeniería,Año 1 - Cuatrimestre 1,93.18,Álgebra Lineal,6,,
Bioingeniería,Año 1 - Cuatrimestre 1,94.33,Tecnología y Sociedad,3,,
Bioingeniería,Año 1 - Cuatrimestre 2,13.02,Fundamentos de Química Orgánica,6,,
Bioingeniería,Año 1 - Cuatrimestre 2,16.55,Biología,3,,
Bioingeniería,Año 1 - Cuatrimestre 2,31.08,Sistemas de Representación,3,,
Bioingeniería,Año 1 - Cuatrimestre 2,92.02,Análisis Matemático II,6,,
Bioingeniería,Año 1 - Cuatrimestre 2,93.41,Física I,6,,
Bioingeniería,Año 1 - Cuatrimestre 2,94.51,Inglés I,0,,
Bioingeniería,Año 2 - Cuatrimestre 1,16.01,Biología Molecular y Celular,6,,
Bioingeniería,Año 2 - Cuatrimestre 1,71.59,Estructura de Datos y Programación,6,,
Bioingeniería,Año 2 - Cuatrimestre 1,92.03,Análisis Matemático III,6,,
Bioingeniería,Año 2 - Cuatrimestre 1,93.42,Física II,6,,
Bioingeniería,Año 2 - Cuatrimestre 2,16.02,Histología y Anatomía,6,,
Bioingeniería,Año 2 - Cuatrimestre 2,92.04,Análisis Matemàtico IV,6,,
Bioingeniería,Año 2 - Cuatrimestre 2,93.24,Probabilidad y Estadística,6,,
Bioingeniería,Año 2 - Cuatrimestre 2,93.43,Física III,6,,
Bioingeniería,Año 2 - Cuatrimestre 2,94.52,Inglés II,0,,
Bioingeniería,Año 3 - Cuatrimestre 1,16.03,Fisiología,6,,
Bioingeniería,Año 3 - Cuatrimestre 1,16.64,Mecánica de biomateriales y tejidos,8,,
Bioingeniería,Año 3 - Cuatrimestre 1,21.06,Electrotecnia,3,,
Bioingeniería,Año 3 - Cuatrimestre 1,93.61,Física IV,4,,
Bioingeniería,Año 3 - Cuatrimestre 1,94.43,Metodología del Diseño,3,,
Bioingeniería,Año 3 - Cuatrimestre 2,16.24,Ingeniería de Rehabilitación,3,,
Bioingeniería,Año 3 - Cuatrimestre 2,16.44,Física Médica,3,,
Bioingeniería,Año 3 - Cuatrimestre 2,16.68,Señales y Sistemas,6,,
Bioingeniería,Año 3 - Cuatrimestre 2,23.02,Electrónica Analógica y Digital,6,,
Bioingeniería,Año 3 - Cuatrimestre 2,93.54,Métodos Numéricos,3,,
Bioingeniería,Año 3 - Cuatrimestre 2,94.44,Proyecto Interdisciplinario,3,,
Bioingeniería,Año 4 - Cuatrimestre 1,11.15,Organización Industrial,3,,
Bioingeniería,Año 4 - Cuatrimestre 1,16.17,Instrumentación Biomédica I,6,,
Bioingeniería,Año 4 - Cuatrimestre 1,16.63,Procesamiento de Señales e Imágenes Biomédicas,6,,
Bioingeniería,Año 4 - Cuatrimestre 1,23.16,Sistemas de Control,3,,
Bioingeniería,Año 4 - Cuatrimestre 1,61.27,Análisis de Coyuntura Económica,3,,
Bioingeniería,Año 4 - Cuatrimestre 2,12.83,Seguridad Ocupacional y Ambiental,3,,
Bioingeniería,Año 4 - Cuatrimestre 2,16.18,Instrumentación Biomédica II,6,,
Bioingeniería,Año 4 - Cuatrimestre 2,16.25,Ingeniería Clínica,6,,
Bioingeniería,Año 4 - Cuatrimestre 2,61.16,Introducción a las Finanzas,3,,
Bioingeniería,Año 4 - Cuatrimestre 2,61.31,Derecho para Ingenieros,3,,
Bioingeniería,Año 5 - Cuatrimestre 1,16.30,Proyecto Final de Carrera (Anual),6,,
Bioingeniería,Año 5 - Cuatrimestre 2,94.65,Practica Profesional supervisada,0,,
Bioingeniería,Electivas,10.07,Creatividad,3,,
Bioingeniería,Electivas,10.08,Energías Renovables,3,,
Bioingeniería,Electivas,10.09,Formación para Emprendedores,3,,
Bioingeniería,Electivas,11.19,Prototipado e Impresión 3D,3,,
Bioingeniería,Electivas,11.76,Gestión de Calidad,3,,
Bioingeniería,Electivas,14.72,Analytics,1,,
Bioingeniería,Electivas,15.13,Innovación en materiales Biobasados,1,,
Bioingeniería,Electivas,16.04,Neurociencias y Desarrollo Productivo,3,,
Bioingeniería,Electivas,16.09,Ventilación Mecánica,3,,
Bioingeniería,Electivas,16.14,Fisiología Cuantitativa,6,,
Bioingeniería,Electivas,16.19,Biosensores,3,,
Bioingeniería,Electivas,16.20,Biomedicina Estructural y Computacional,6,,
Bioingeniería,Electivas,16.21,Bioinformática,6,,
Bioingeniería,Electivas,16.22,Informática Médica,6,,
Bioingeniería,Electivas,16.23,Órganos Artificiales,6,,
Bioingeniería,Electivas,16.27,Ingeniería de Tejidos,3,,
Bioingeniería,Electivas,16.29,Diseño de Fármacos,3,,
Bioingeniería,Electivas,16.32,Redes Neuronales en Bioingeniería,3,,
Bioingeniería,Electivas,16.43,Bioestadística,3,,
Bioingeniería,Electivas,16.45,Edición Genética,1,,
Bioingeniería,Electivas,16.46,Reprogramación celular y epigenética,1,,
Bioingeniería,Electivas,16.51,Int. a la Ciencia de Datos Aplicados a la Salud,1,,
Bioingeniería,Electivas,16.52,Inmunología Biológica,3,,
Bioingeniería,Electivas,16.53,Biotecnología aplicada,3,,
Bioingeniería,Electivas,16.54,Regulaciones Biomédicas,3,,
Bioingeniería,Electivas,16.57,Robótica Bioinspirada,3,,
Bioingeniería,Electivas,16.58,Biomecánica del Deporte,3,,
Bioingeniería,Electivas,16.59,Microfluídica,1,,
Bioingeniería,Electivas,16.65,Genética del Comportamiento,3,,
Bioingeniería,Electivas,16.66,Reprogramación Celular,3,,
Bioingeniería,Electivas,16.67,Inmunología Biológica y Evasión Inmune,3,,
Bioingeniería,Electivas,16.69,Nanotecnología en Medicina y Cuidado de la Salud,3,,
Bioingeniería,Electivas,16.71,Ingeniería del Cerebro y el Comportamiento,3,,
Bioingeniería,Electivas,16.72,Análisis y Tratamiento de Imágenes,3,,
Bioingeniería,Electivas,16.73,Sistemas de Imágenes en Diagnóstico Médico,3,,
Bioingeniería,Electivas,16.74,Interfaces Cerebro Computadora y Neurorobótica,3,,
Bioingeniería,Electivas,16.75,Gestión de Procesos Hospitalarios,3,,
Bioingeniería,Electivas,16.76,Bases Fisicomatemáticas de la Biomecánica del Deporte,1,,
Bioingeniería,Electivas,16.77,Tecnologías emergentes en plantas con aplicaciones terapéuticas,1,,
Bioingeniería,Electivas,16.78,Enfermedades del Sistema Nervioso: Implicancias e innovaciones,1,,
Bioingeniería,Electivas,16.79,Neurociencias,3,,
Bioingeniería,Electivas,16.80,Microfluídica,3,,
Bioingeniería,Electivas,16.81,Neurobiología del Aprendizaje y Control del Movimiento,3,,
Bioingeniería,Electivas,16.82,Neurociencia Computacional,3,,
Bioingeniería,Electivas,16.83,Introducción a cultivos celulares derivados de tejido nervioso,1,,
Bioingeniería,Electivas,16.84,Informática en Salud,3,,
Bioingeniería,Electivas,16.85,Procesamiento Avanzado de Imágenes en Biología y Biomedicina,3,,
Bioingeniería,Electivas,16.87,Microfabricación,1,,
Bioingeniería,Electivas,16.88,Avances Tecnol. para el estudio del SNC en mod. animales,1,,
Bioingeniería,Electivas,16.89,Laboratorio de Neurobiología de la Memoria,1,,
Bioingeniería,Electivas,16.90,Laboratorio de Inmunología Biológica,1,,
Bioingeniería,Electivas,16.91,Sistemas Embebidos: Aplicaciones en Biomedicina,1,,
Bioingeniería,Electivas,16.92,Nanocarriers biológicos: vesículas extracelulares y su potencial biotecnológico,1,,
Bioingeniería,Electivas,16.93,Análisis crítico de evidencia en bioingeniería,1,,
Bioingeniería,Electivas,16.94,Biomimética,1,,
Bioingeniería,Electivas,16.95,Startups basadas en ciencia,1,,
Bioingeniería,Electivas,16.96,Laboratorio de Bioimpresión,1,,
Bioingeniería,Electivas,16.97,Modelado en mecánica cardiovascular,3,,
Bioingeniería,Electivas,16.98,Glicobiología Funcional,3,,
Bioingeniería,Electivas,17.15,Introducción a la Ingeniería Ambiental,3,,
Bioingeniería,Electivas,17.16,Introducción a la Nanotecnología,3,,
Bioingeniería,Electivas,22.57,Microprocesadores y Control,6,,
Bioingeniería,Electivas,22.94,Control Discreto,6,,
Bioingeniería,Electivas,23.05,Acústica para Ingenieros,3,,
Bioingeniería,Electivas,23.08,Control Avanzado,3,,
Bioingeniería,Electivas,23.15,Realidad Virtual,3,,
Bioingeniería,Electivas,25.88,Redes Neuronales III,3,,
Bioingeniería,Electivas,30.41,Diseño Mecánico I,6,,
Bioingeniería,Electivas,30.63,Cadenas de Valor Circulares,3,,
Bioingeniería,Electivas,30.64,Bioenergía,2,,
Bioingeniería,Electivas,31.25,Termodinámica,3,,
Bioingeniería,Electivas,61.05,Economía de la Salud,3,,
Bioingeniería,Electivas,71.22,Sistemas de Inteligencia Artificial,3,,
Bioingeniería,Electivas,71.38,Programación web,3,,
Bioingeniería,Electivas,71.88,Gestión de Datos,6,,
Bioingeniería,Electivas,71.94,Introducción al Diseño de Bases de Datos Relacionales y No-Relacionales,3,,
Bioingeniería,Electivas,72.75,Aprendizaje Automático (Machine Learning),3,,
Bioingeniería,Electivas,72.87,Diseño Sonoro para Animación y Videojuegos,3,,
Bioingeniería,Electivas,72.90,Internet de las Cosas (IoT),3,,
Bioingeniería,Electivas,72.96,Proyecto de Aplicaciones Móviles,3,,
Bioingeniería,Electivas,73.61,Neurorobótica,1,,
Bioingeniería,Electivas,73.63,Redes Equivariantes,1,,
Bioingeniería,Electivas,73.66,Procesamiento de Imágenes Satelitales,1,,
Bioingeniería,Electivas,73.67,Análisis de series de tiempo con Inteligencia Artificial,1,,
Bioingeniería,Electivas,73.70,Análisis de datos en neurociencias,3,,
Bioingeniería,Electivas,81.75,Fund. del desarrollo de software y análisis de datos en Python,1,,
Bioingeniería,Electivas,82.12,Análisis de Información Biomédica,3,,
Bioingeniería,Electivas,82.19,Analítica del Deporte,3,,
Bioingeniería,Electivas,92.07,Análisis Matemático V,4,,
Bioingeniería,Electivas,92.08,Procesos Estocásticos,3,,
Bioingeniería,Electivas,92.09,Complementos de Análisis Matemático IV,0,,
Bioingeniería,Electivas,92.90,Complementos de Matemática,3,,
Bioingeniería,Electivas,92.92,Complementos de Física de la Relatividad,2,,
Bioingeniería,Electivas,92.97,Complementos de Matemática V,2,,
Bioingeniería,Electivas,93.75,Métodos Numéricos Avanzados,6,,
Bioingeniería,Electivas,94.19,Comportamiento Organizacional,3,,
Bioingeniería,Electivas,94.24,Metodología del Aprendizaje,3,,
Bioingeniería,Electivas,94.40,Estructura de las Organizaciones,3,,
Bioingeniería,Electivas,94.42,Comunicación Estratégica,3,,
Ingeniería Civil,Año 1 - Cuatrimestre 1,12.67,Química General,6,,
Ingeniería Civil,Año 1 - Cuatrimestre 1,71.58,Informática General,3,,
Ingeniería Civil,Año 1 - Cuatrimestre 1,92.01,Análisis Matemático I,6,,
Ingeniería Civil,Año 1 - Cuatrimestre 1,93.18,Álgebra Lineal,6,,
Ingeniería Civil,Año 1 - Cuatrimestre 1,94.33,Tecnología y Sociedad,3,,
Ingeniería Civil,Año 1 - Cuatrimestre 2,16.55,Biología,3,,
Ingeniería Civil,Año 1 - Cuatrimestre 2,31.08,Sistemas de Representación,3,,
Ingeniería Civil,Año 1 - Cuatrimestre 2,67.04,Introducción a la temática social,3,,
Ingeniería Civil,Año 1 - Cuatrimestre 2,71.90,Certificaciones tecnológicas,0,,
Ingeniería Civil,Año 1 - Cuatrimestre 2,92.02,Análisis Matemático II,6,,
Ingeniería Civil,Año 1 - Cuatrimestre 2,93.41,Física I,6,,
Ingeniería Civil,Año 2 - Cuatrimestre 1,67.02,Estática,6,,
Ingeniería Civil,Año 2 - Cuatrimestre 1,92.03,Análisis Matemático III,6,,
Ingeniería Civil,Año 2 - Cuatrimestre 1,93.24,Probabilidad y Estadística,6,,
Ingeniería Civil,Año 2 - Cuatrimestre 1,93.42,Física II,6,,
Ingeniería Civil,Año 2 - Cuatrimestre 1,94.51,Inglés I,0,,
Ingeniería Civil,Año 2 - Cuatrimestre 2,31.22,Mecánica de Fluidos,6,,
Ingeniería Civil,Año 2 - Cuatrimestre 2,67.01,Tecnología de materiales,3,,
Ingeniería Civil,Año 2 - Cuatrimestre 2,67.03,Resistencia de Materiales,6,,
Ingeniería Civil,Año 2 - Cuatrimestre 2,93.43,Física III,6,,
Ingeniería Civil,Año 3 - Cuatrimestre 1,11.15,Organización Industrial,3,,
Ingeniería Civil,Año 3 - Cuatrimestre 1,67.05,Tecnología del Hormigón,3,,
Ingeniería Civil,Año 3 - Cuatrimestre 1,67.06,Construcciones,6,,
Ingeniería Civil,Año 3 - Cuatrimestre 1,67.08,Análisis Estructural,4,,
Ingeniería Civil,Año 3 - Cuatrimestre 1,93.07,Métodos Numéricos,3,,
Ingeniería Civil,Año 3 - Cuatrimestre 1,94.43,Metodología del Diseño,3,,
Ingeniería Civil,Año 3 - Cuatrimestre 2,46.21,Geología I,3,,
Ingeniería Civil,Año 3 - Cuatrimestre 2,67.07,Geotopografía,6,,
Ingeniería Civil,Año 3 - Cuatrimestre 2,67.09,Instalaciones,6,,
Ingeniería Civil,Año 3 - Cuatrimestre 2,67.10,Hormigón I,4,,
Ingeniería Civil,Año 3 - Cuatrimestre 2,94.44,Proyecto Interdisciplinario,3,,
Ingeniería Civil,Año 3 - Cuatrimestre 2,94.52,Inglés II,0,,
Ingeniería Civil,Año 4 - Cuatrimestre 1,61.27,Análisis de Coyuntura Económica,3,,
Ingeniería Civil,Año 4 - Cuatrimestre 1,61.31,Derecho para Ingenieros,3,,
Ingeniería Civil,Año 4 - Cuatrimestre 1,67.11,Evaluación de Impacto Ambiental y Social,2,,
Ingeniería Civil,Año 4 - Cuatrimestre 1,67.12,Geotecnia,6,,
Ingeniería Civil,Año 4 - Cuatrimestre 1,67.13,Hidrología y obras hidráulicas,4,,
Ingeniería Civil,Año 4 - Cuatrimestre 2,67.14,Hormigón II,4,,
Ingeniería Civil,Año 4 - Cuatrimestre 2,67.15,Planeamiento territorial y urbano,3,,
Ingeniería Civil,Año 4 - Cuatrimestre 2,67.16,Vías de Comunicación,6,,
Ingeniería Civil,Año 4 - Cuatrimestre 2,67.17,Higiene y Seguridad en Obras Civiles,3,,
Ingeniería Civil,Año 5 - Cuatrimestre 1,17.20,Agua y Efluentes Líquidos,3,,
Ingeniería Civil,Año 5 - Cuatrimestre 1,67.18,Proyecto Final,6,,
Ingeniería Civil,Año 5 - Cuatrimestre 1,67.19,Cimentaciones,4,,
Ingeniería Civil,Año 5 - Cuatrimestre 1,67.20,Estructuras Metálicas y de Madera,4,,
Ingeniería Civil,Año 5 - Cuatrimestre 1,67.21,Organización y conducción de obras,3,,
Ingeniería Civil,Año 5 - Cuatrimestre 1,67.22,Auditorías ambientales,3,,
Ingeniería Civil,Año 5 - Cuatrimestre 2,94.65,Practica Profesional supervisada,0,,
Ingeniería Civil,Electivas,10.07,Creatividad,3,,
Ingeniería Civil,Electivas,10.08,Energías Renovables,3,,
Ingeniería Civil,Electivas,10.09,Formación para Emprendedores,3,,
Ingeniería Civil,Electivas,10.12,Energías Convencionales,3,,
Ingeniería Civil,Electivas,11.05,Calidad,3,,
Ingeniería Civil,Electivas,11.19,Prototipado e Impresión 3D,3,,
Ingeniería Civil,Electivas,11.39,Marketing,3,,
Ingeniería Civil,Electivas,11.46,Planeamiento Estratégico,3,,
Ingeniería Civil,Electivas,11.73,Teoría de la Decisión,3,,
Ingeniería Civil,Electivas,11.76,Gestión de Calidad,3,,
Ingeniería Civil,Electivas,11.84,Gestión de Proyectos,3,,
Ingeniería Civil,Electivas,11.89,Formulación y Evaluación de Proyectos,3,,
Ingeniería Civil,Electivas,16.04,Neurociencias y Desarrollo Productivo,3,,
Ingeniería Civil,Electivas,25.63,Redes Neuronales,3,,
Ingeniería Civil,Electivas,25.64,Deep Learning,3,,
Ingeniería Civil,Electivas,25.66,Acústica para Ingenieros,3,,
Ingeniería Civil,Electivas,25.69,Introducción a la Investigación,3,,
Ingeniería Civil,Electivas,46.82,Evaluación de Proyectos,3,,
Ingeniería Civil,Electivas,47.87,Desarrollo de Negocios,3,,
Ingeniería Civil,Electivas,61.04,Sistema Monetario y Financiero en Argentina,3,,
Ingeniería Civil,Electivas,61.09,Economía Empresaria,6,,
Ingeniería Civil,Electivas,61.16,Introducción a las Finanzas,3,,
Ingeniería Civil,Electivas,61.50,Finanzas de la Empresa,3,,
Ingeniería Civil,Electivas,67.23,Sustentabilidad y eficiencia energética en la construcción,3,,
Ingeniería Civil,Electivas,68.99,Introducción a la Ciencia de Ciudades,1,,
Ingeniería Civil,Electivas,71.22,Sistemas de Inteligencia Artificial,3,,
Ingeniería Civil,Electivas,71.59,Estructura de Datos y Programación,6,,
Ingeniería Civil,Electivas,71.88,Gestión de Datos,6,,
Ingeniería Civil,Electivas,81.59,Gestión de Servicios,3,,
Ingeniería Civil,Electivas,92.04,Análisis Matemàtico IV,6,,
Ingeniería Civil,Electivas,92.07,Análisis Matemático V,4,,
Ingeniería Civil,Electivas,92.20,Representación Gráfica para Ingeniería Civil,1,,
Ingeniería Civil,Electivas,92.97,Complementos de Matemática V,2,,
Ingeniería Civil,Electivas,93.75,Métodos Numéricos Avanzados,6,,
Ingeniería Civil,Electivas,94.40,Estructura de las Organizaciones,3,,
Ingeniería Civil,Electivas,94.42,Comunicación Estratégica,3,,
Ingeniería Civil,Electivas,94.61,Filosofía,3,,
Ingeniería Civil,Electivas,94.62,Ética en los Negocios,3,,
Ingeniería Electrónica,Año 1 - Cuatrimestre 1,12.67,Química General,6,0,
Ingeniería Electrónica,Año 1 - Cuatrimestre 1,71.93,Principios de Informática,3,0,
Ingeniería Electrónica,Año 1 - Cuatrimestre 1,92.01,Análisis Matemático I,6,0,
Ingeniería Electrónica,Año 1 - Cuatrimestre 1,93.18,Álgebra Lineal,6,0,
Ingeniería Electrónica,Año 1 - Cuatrimestre 1,94.33,Tecnología y Sociedad,3,0,
Ingeniería Electrónica,Año 1 - Cuatrimestre 2,25.01,Fundamentos de Electrónica,3,0,71.93
Ingeniería Electrónica,Año 1 - Cuatrimestre 2,25.02,Programación I,6,0,71.93
Ingeniería Electrónica,Año 1 - Cuatrimestre 2,31.08,Sistemas de Representación,3,0,
Ingeniería Electrónica,Año 1 - Cuatrimestre 2,92.02,Análisis Matemático II,6,0,92.01|93.18
Ingeniería Electrónica,Año 1 - Cuatrimestre 2,93.41,Física I,6,0,92.01
Ingeniería Electrónica,Año 2 - Cuatrimestre 1,25.03,Algoritmos y Estructuras de Datos,3,0,25.02
Ingeniería Electrónica,Año 2 - Cuatrimestre 1,92.03,Análisis Matemático III,6,0,92.01|93.18
Ingeniería Electrónica,Año 2 - Cuatrimestre 1,93.16,Matemática Discreta,3,0,93.18
Ingeniería Electrónica,Año 2 - Cuatrimestre 1,93.24,Probabilidad y Estadística,6,0,92.02
Ingeniería Electrónica,Año 2 - Cuatrimestre 1,93.42,Física II,6,0,92.02
Ingeniería Electrónica,Año 2 - Cuatrimestre 2,16.55,Biología,3,0,
Ingeniería Electrónica,Año 2 - Cuatrimestre 2,25.10,Teoría de Circuitos 1,6,0,92.03|25.01
Ingeniería Electrónica,Año 2 - Cuatrimestre 2,92.04,Análisis Matemàtico IV,6,0,92.02|92.03
Ingeniería Electrónica,Año 2 - Cuatrimestre 2,93.07,Métodos Numéricos,3,0,92.03|93.24
Ingeniería Electrónica,Año 2 - Cuatrimestre 2,93.43,Física III,6,0,92.03|93.41
Ingeniería Electrónica,Año 3 - Cuatrimestre 1,25.12,Tecnología de Materiales Electrónicos,4,0,93.42|25.10
Ingeniería Electrónica,Año 3 - Cuatrimestre 1,25.13,Laboratorio de Electrónica 1,6,0,25.10
Ingeniería Electrónica,Año 3 - Cuatrimestre 1,25.18,Física Electrónica,3,0,92.04|25.10
Ingeniería Electrónica,Año 3 - Cuatrimestre 1,92.07,Análisis Matemático V,4,0,92.04
Ingeniería Electrónica,Año 3 - Cuatrimestre 1,93.61,Física IV,4,0,93.42|93.43
Ingeniería Electrónica,Año 3 - Cuatrimestre 1,94.43,Metodología del Diseño,3,72,93.24
Ingeniería Electrónica,Año 3 - Cuatrimestre 2,25.14,Teoría de Circuitos 2,6,0,25.10|25.12|92.07
Ingeniería Electrónica,Año 3 - Cuatrimestre 2,25.15,Electrónica I,6,0,25.18
Ingeniería Electrónica,Año 3 - Cuatrimestre 2,25.16,Laboratorio de Electrónica 2,3,0,25.13
Ingeniería Electrónica,Año 3 - Cuatrimestre 2,25.17,Electrónica II,6,0,25.13
Ingeniería Electrónica,Año 3 - Cuatrimestre 2,94.44,Proyecto Interdisciplinario,3,0,94.43
Ingeniería Electrónica,Año 3 - Cuatrimestre 2,94.51,Inglés I,0,0,
Ingeniería Electrónica,Año 4 - Cuatrimestre 1,25.20,Análisis de Señales y Sistemas Digitales,6,0,93.24|25.14
Ingeniería Electrónica,Año 4 - Cuatrimestre 1,25.21,Electrónica III,4,0,25.15
Ingeniería Electrónica,Año 4 - Cuatrimestre 1,25.22,Electromagnetismo,4,0,93.43|92.07
Ingeniería Electrónica,Año 4 - Cuatrimestre 1,25.23,Sistemas de Control,6,0,92.07
Ingeniería Electrónica,Año 4 - Cuatrimestre 1,25.24,Laboratorio de Electrónica 3,4,0,25.16
Ingeniería Electrónica,Año 4 - Cuatrimestre 2,11.15,Organización Industrial,3,0,93.24
Ingeniería Electrónica,Año 4 - Cuatrimestre 2,25.26,Transmisión de la Información,6,0,25.22|25.20
Ingeniería Electrónica,Año 4 - Cuatrimestre 2,25.27,Sistemas Embebidos,6,0,25.17|25.16|25.03
Ingeniería Electrónica,Año 4 - Cuatrimestre 2,25.28,Electrónica IV,4,0,25.24|25.23|25.12
Ingeniería Electrónica,Año 4 - Cuatrimestre 2,61.27,Análisis de Coyuntura Económica,3,0,93.24
Ingeniería Electrónica,Año 5 - Cuatrimestre 1,12.83,Seguridad Ocupacional y Ambiental,3,120,
Ingeniería Electrónica,Año 5 - Cuatrimestre 1,25.30,Electrónica V,4,0,25.27
Ingeniería Electrónica,Año 5 - Cuatrimestre 1,25.31,Proyectos Electrónicos,4,168,
Ingeniería Electrónica,Año 5 - Cuatrimestre 1,25.32,Proyecto Integrador (anual) (Anual),6,168,
Ingeniería Electrónica,Año 5 - Cuatrimestre 1,61.16,Introducción a las Finanzas,3,0,11.15|61.27
Ingeniería Electrónica,Año 5 - Cuatrimestre 2,61.31,Derecho para Ingenieros,3,144,
Ingeniería Electrónica,Año 5 - Cuatrimestre 2,94.52,Inglés II,0,0,94.51
Ingeniería Electrónica,Año 5 - Cuatrimestre 2,94.65,Practica Profesional supervisada,0,144,
Ingeniería Electrónica,Electivas,10.07,Creatividad,3,0,
Ingeniería Electrónica,Electivas,10.09,Formación para Emprendedores,3,96,
Ingeniería Electrónica,Electivas,11.34,Taller de Modelización de Productos,3,0,
Ingeniería Electrónica,Electivas,12.02,Química II,6,0,
Ingeniería Electrónica,Electivas,14.72,Analytics,1,0,
Ingeniería Electrónica,Electivas,14.89,Ventas,1,0,
Ingeniería Electrónica,Electivas,15.09,"Agile, Lean y Lean Six Sigma",1,0,
Ingeniería Electrónica,Electivas,15.79,Metodología de la Investigación,3,0,
Ingeniería Electrónica,Electivas,16.04,Neurociencias y Desarrollo Productivo,3,96,
Ingeniería Electrónica,Electivas,16.87,Microfabricación,1,0,
Ingeniería Electrónica,Electivas,22.22,Antenas y Radiopropagacion,6,0,
Ingeniería Electrónica,Electivas,22.29,Microondas,6,0,
Ingeniería Electrónica,Electivas,22.46,Procesamiento Adaptativo de Señales,6,0,
Ingeniería Electrónica,Electivas,22.47,Procesamiento de Voz,3,0,
Ingeniería Electrónica,Electivas,22.48,Procesamiento de Imágenes,3,0,
Ingeniería Electrónica,Electivas,22.64,Comunicaciones Digitales,6,0,
Ingeniería Electrónica,Electivas,22.66,Redes Digitales,6,0,
Ingeniería Electrónica,Electivas,22.88,Sensores y Actuadores,6,0,
Ingeniería Electrónica,Electivas,22.90,Automación Industrial,6,0,
Ingeniería Electrónica,Electivas,22.93,Control Automático,6,0,
Ingeniería Electrónica,Electivas,23.10,Formación General II,3,0,
Ingeniería Electrónica,Electivas,25.04,Computación Cuántica,6,144,
Ingeniería Electrónica,Electivas,25.40,Transmisión Digital y Codificación,3,0,25.26
Ingeniería Electrónica,Electivas,25.41,Sistemas de Comunicaciones de Datos,3,0,25.26
Ingeniería Electrónica,Electivas,25.42,Análisis de Sistemas Estocásticos,3,0,25.26
Ingeniería Electrónica,Electivas,25.43,Laboratorio de Procesamiento de Señales,3,144,25.20
Ingeniería Electrónica,Electivas,25.51,Electrónica aplicada a Movilidad Eléctrica,4,96,
Ingeniería Electrónica,Electivas,25.52,Electrónica de Potencia,4,0,25.28
Ingeniería Electrónica,Electivas,25.53,Señales Aleatorias,4,0,25.26
Ingeniería Electrónica,Electivas,25.54,Física Electrónica,3,0,
Ingeniería Electrónica,Electivas,25.55,Microelectrónica,3,0,25.17|25.15
Ingeniería Electrónica,Electivas,25.56,Diseño Físico de Circuitos Integrados,3,0,25.55
Ingeniería Electrónica,Electivas,25.57,Diseño Analógico de Circuitos Integrados (Anual),6,0,25.56
Ingeniería Electrónica,Electivas,25.59,Dispositivos Lógicos Programables,3,0,25.56
Ingeniería Electrónica,Electivas,25.60,Control Avanzado,3,0,25.23
Ingeniería Electrónica,Electivas,25.61,Tecnologías para el agro,3,96,
Ingeniería Electrónica,Electivas,25.62,Electrónica Aeroespacial,3,96,
Ingeniería Electrónica,Electivas,25.63,Redes Neuronales,3,96,
Ingeniería Electrónica,Electivas,25.64,Deep Learning,3,96,
Ingeniería Electrónica,Electivas,25.65,Realidad Virtual,3,0,93.18|25.03
Ingeniería Electrónica,Electivas,25.66,Acústica para Ingenieros,3,0,92.07
Ingeniería Electrónica,Electivas,25.67,Laboratorio de Dsp_fpga,6,0,25.17|25.20
Ingeniería Electrónica,Electivas,25.68,Electrónica aplicada a Energías alternativas,3,0,25.28
Ingeniería Electrónica,Electivas,25.70,Diseño analógico de circuitos integrados,6,0,25.56
Ingeniería Electrónica,Electivas,25.71,Diseño analógico de Sistemas integrados,6,0,25.70
Ingeniería Electrónica,Electivas,25.72,Diseño digital de circuitos integrados,6,0,25.56
Ingeniería Electrónica,Electivas,25.73,Verificación de Circuitos Digitales Integrados,6,0,25.72
