carrera,cuatrimestre,codigo,materia,creditos,creditos_requeridos,correlativas
Ingeniería Electrónica,Electivas,25.74,Verificación de Sistemas Digitales,3,0,25.18
Ingeniería Electrónica,Electivas,25.80,Introducción a la programación orientada a objetos,3,0,
Ingeniería Electrónica,Electivas,25.81,Principios de Electrotecnia,2,0,
Ingeniería Electrónica,Electivas,25.82,Circuitos de Audio,2,0,
Ingeniería Electrónica,Electivas,25.83,Guías de ondas,2,0,
Ingeniería Electrónica,Electivas,25.84,Convertidores de potencia,2,0,
Ingeniería Electrónica,Electivas,25.85,Programación en bajo nivel,2,0,
Ingeniería Electrónica,Electivas,25.86,Procesamiento Avanzado de Señales,3,0,25.53
Ingeniería Electrónica,Electivas,25.87,Redes Neuronales II,3,0,25.63
Ingeniería Electrónica,Electivas,25.88,Redes Neuronales III,3,0,25.63
Ingeniería Electrónica,Electivas,25.89,Laboratorio de simulaciones de señales aleatorias,2,0,
Ingeniería Electrónica,Electivas,25.90,Sistemas de energía espaciales,3,144,25.15
Ingeniería Electrónica,Electivas,31.81,Tecnología de Máquinas,6,0,
Ingeniería Electrónica,Electivas,31.99,Mecatrónica Aplicada,3,0,
Ingeniería Electrónica,Electivas,34.99,"Energía Solar Fotovoltaica, aplicaciones terrestres y espaciales",1,144,
Ingeniería Electrónica,Electivas,72.75,Aprendizaje Automático (Machine Learning),3,0,
Ingeniería Electrónica,Electivas,73.67,Análisis de series de tiempo con Inteligencia Artificial,1,0,72.75
Ingeniería Electrónica,Electivas,81.83,Tecnología e Innovación Aplicada a la Industria,1,0,
Ingeniería Electrónica,Electivas,92.92,Complementos de Física de la Relatividad,2,0,
Ingeniería Electrónica,Electivas,92.97,Complementos de Matemática V,2,0,
Ingeniería Electrónica,Electivas,94.24,Metodología del Aprendizaje,3,0,
Ingeniería Electrónica,Electivas,94.42,Comunicación Estratégica,3,96,
Ingeniería en Biotecnología,Año 1 - Cuatrimestre 1,12.67,Química General,6,0,
Ingeniería en Biotecnología,Año 1 - Cuatrimestre 1,71.58,Informática General,3,0,
Ingeniería en Biotecnología,Año 1 - Cuatrimestre 1,92.01,Análisis Matemático I,6,0,
Ingeniería en Biotecnología,Año 1 - Cuatrimestre 1,93.18,Álgebra Lineal,6,0,
Ingeniería en Biotecnología,Año 1 - Cuatrimestre 1,94.33,Tecnología y Sociedad,3,0,
Ingeniería en Biotecnología,Año 1 - Cuatrimestre 2,13.02,Fundamentos de Química Orgánica,6,0,12.67
Ingeniería en Biotecnología,Año 1 - Cuatrimestre 2,16.55,Biología,3,0,
Ingeniería en Biotecnología,Año 1 - Cuatrimestre 2,18.01,Introducción a la Biotecnología,3,0,
Ingeniería en Biotecnología,Año 1 - Cuatrimestre 2,31.08,Sistemas de Representación,3,0,
Ingeniería en Biotecnología,Año 1 - Cuatrimestre 2,92.02,Análisis Matemático II,6,0,92.01|93.18
Ingeniería en Biotecnología,Año 1 - Cuatrimestre 2,93.41,Física I,6,0,92.01
Ingeniería en Biotecnología,Año 1 - Cuatrimestre 2,94.51,Inglés I,0,0,
Ingeniería en Biotecnología,Año 2 - Cuatrimestre 1,12.19,Química Analítica,6,0,92.01|93.41|12.67
Ingeniería en Biotecnología,Año 2 - Cuatrimestre 1,17.03,Bioquímica y Microbiología Aplicadas,5,0,13.02|16.55
Ingeniería en Biotecnología,Año 2 - Cuatrimestre 1,92.03,Análisis Matemático III,6,0,92.01|93.18
Ingeniería en Biotecnología,Año 2 - Cuatrimestre 1,93.42,Física II,6,0,92.02
Ingeniería en Biotecnología,Año 2 - Cuatrimestre 2,12.20,Química-Física,6,0,92.03
Ingeniería en Biotecnología,Año 2 - Cuatrimestre 2,16.01,Biología Molecular y Celular,6,0,16.55|12.19
Ingeniería en Biotecnología,Año 2 - Cuatrimestre 2,92.05,Análisis Matemático IV,4,0,92.02|92.03
Ingeniería en Biotecnología,Año 2 - Cuatrimestre 2,93.24,Probabilidad y Estadística,6,0,92.02
Ingeniería en Biotecnología,Año 2 - Cuatrimestre 2,94.52,Inglés II,0,0,94.51
Ingeniería en Biotecnología,Año 3 - Cuatrimestre 1,12.26,Termodinámica,6,0,12.20
Ingeniería en Biotecnología,Año 3 - Cuatrimestre 1,17.04,Fenómenos de Transporte,6,0,12.20
Ingeniería en Biotecnología,Año 3 - Cuatrimestre 1,18.02,Fisiología y Genética de Microorganismos,6,0,17.03|16.01
Ingeniería en Biotecnología,Año 3 - Cuatrimestre 1,93.54,Métodos Numéricos,3,0,92.03
Ingeniería en Biotecnología,Año 3 - Cuatrimestre 1,94.43,Metodología del Diseño,3,96,
Ingeniería en Biotecnología,Año 3 - Cuatrimestre 2,11.15,Organización Industrial,3,0,93.24
Ingeniería en Biotecnología,Año 3 - Cuatrimestre 2,12.11,Operaciones Unitarias I,6,0,17.04|12.26
Ingeniería en Biotecnología,Año 3 - Cuatrimestre 2,18.03,Bioprocesos,6,0,18.02|17.04|12.26
Ingeniería en Biotecnología,Año 3 - Cuatrimestre 2,25.23,Sistemas de Control,6,0,71.58|93.42|92.05|12.26
Ingeniería en Biotecnología,Año 3 - Cuatrimestre 2,94.44,Proyecto Interdisciplinario,3,0,94.43
Ingeniería en Biotecnología,Año 4 - Cuatrimestre 1,15.88,Calidad de Organizaciones,3,0,11.15
Ingeniería en Biotecnología,Año 4 - Cuatrimestre 1,18.04,Separaciones Biotecnológicas,4,0,17.03|16.01
Ingeniería en Biotecnología,Año 4 - Cuatrimestre 1,18.05,Biodepuraciones y biorremediación,4,0,18.02
Ingeniería en Biotecnología,Año 4 - Cuatrimestre 1,18.06,Ingeniería Genética,4,0,18.02|16.01
Ingeniería en Biotecnología,Año 4 - Cuatrimestre 1,61.27,Análisis de Coyuntura Económica,3,0,93.24
Ingeniería en Biotecnología,Año 4 - Cuatrimestre 1,61.31,Derecho para Ingenieros,3,144,
Ingeniería en Biotecnología,Año 4 - Cuatrimestre 2,11.84,Gestión de Proyectos,3,0,
Ingeniería en Biotecnología,Año 4 - Cuatrimestre 2,12.83,Seguridad Ocupacional y Ambiental,3,0,11.15
Ingeniería en Biotecnología,Año 4 - Cuatrimestre 2,61.16,Introducción a las Finanzas,3,0,11.15|61.27
Ingeniería en Biotecnología,Año 5 - Cuatrimestre 1,18.07,Proyecto final de carrera (Anual),6,192,
Ingeniería en Biotecnología,Año 5 - Cuatrimestre 2,94.65,Practica Profesional supervisada,0,144,
Ingeniería en Biotecnología,Electivas,COLAPSADA,Electivas (sin listar - completar fase 2),60,60,
Ingeniería en Informática,Año 1 - Cuatrimestre 1,31.08,Sistemas de Representación,3,0,
Ingeniería en Informática,Año 1 - Cuatrimestre 1,72.03,Introducción a la Informática,3,0,
Ingeniería en Informática,Año 1 - Cuatrimestre 1,93.26,Análisis Matemático I,6,0,
Ingeniería en Informática,Año 1 - Cuatrimestre 1,93.58,Álgebra,9,0,
Ingeniería en Informática,Año 1 - Cuatrimestre 1,94.24,Metodología del Aprendizaje,3,0,
Ingeniería en Informática,Año 1 - Cuatrimestre 2,72.31,Programación Imperativa,9,0,93.58|72.03
Ingeniería en Informática,Año 1 - Cuatrimestre 2,93.28,Análisis Matemático II,6,0,93.58|93.26
Ingeniería en Informática,Año 1 - Cuatrimestre 2,93.41,Física I,6,0,93.26
Ingeniería en Informática,Año 1 - Cuatrimestre 2,93.59,Matemática Discreta,6,0,93.58
Ingeniería en Informática,Año 2 - Cuatrimestre 1,12.09,Química,3,0,
Ingeniería en Informática,Año 2 - Cuatrimestre 1,72.32,Diseño y Procesamiento de Documentos XML,3,0,72.31
Ingeniería en Informática,Año 2 - Cuatrimestre 1,72.33,Programación Orientada a Objetos,6,0,72.31
Ingeniería en Informática,Año 2 - Cuatrimestre 1,93.35,Lógica Computacional,6,0,93.58
Ingeniería en Informática,Año 2 - Cuatrimestre 1,93.43,Física III,6,0,93.28|93.41
Ingeniería en Informática,Año 2 - Cuatrimestre 2,72.08,Arquitectura de Computadoras,6,0,72.31
Ingeniería en Informática,Año 2 - Cuatrimestre 2,72.34,Estructura de Datos y Algoritmos,6,0,93.59|72.33
Ingeniería en Informática,Año 2 - Cuatrimestre 2,93.24,Probabilidad y Estadística,6,0,93.28
Ingeniería en Informática,Año 2 - Cuatrimestre 2,93.42,Física II,6,0,93.28
Ingeniería en Informática,Año 3 - Cuatrimestre 1,72.11,Sistemas Operativos,6,0,72.08|72.34
Ingeniería en Informática,Año 3 - Cuatrimestre 1,72.35,Ingenieria de Software I,6,0,72.33
Ingeniería en Informática,Año 3 - Cuatrimestre 1,72.36,Interacción Hombre-Computadora (HCI),6,0,72.33|72.32
Ingeniería en Informática,Año 3 - Cuatrimestre 1,72.37,Base de Datos I,6,0,72.34|93.35
Ingeniería en Informática,Año 3 - Cuatrimestre 2,72.07,Protocolos de Comunicación,6,0,72.11
Ingeniería en Informática,Año 3 - Cuatrimestre 2,72.38,Proyecto de Aplicaciones Web,6,0,72.11|72.37|72.36|72.35
Ingeniería en Informática,Año 3 - Cuatrimestre 2,72.39,"Autómatas, Teoría de Lenguajes y Compiladores",6,0,72.34
Ingeniería en Informática,Año 3 - Cuatrimestre 2,93.07,Métodos Numéricos,3,0,93.28
Ingeniería en Informática,Año 3 - Cuatrimestre 2,94.21,Formación General I,3,0,
Ingeniería en Informática,Año 3 - Cuatrimestre 2,94.51,Inglés I,0,0,
Ingeniería en Informática,Año 4 - Cuatrimestre 1,61.23,Economía para Ingenieros,3,120,
Ingeniería en Informática,Año 4 - Cuatrimestre 1,61.32,Derecho para Ingenieros,3,120,
Ingeniería en Informática,Año 4 - Cuatrimestre 1,72.40,Ingenieria del Software II,3,0,72.35
Ingeniería en Informática,Año 4 - Cuatrimestre 1,72.41,Base de Datos II,6,0,72.37|72.11
Ingeniería en Informática,Año 4 - Cuatrimestre 1,72.42,Programación de Objetos Distribuidos,3,0,72.07|72.37
Ingeniería en Informática,Año 4 - Cuatrimestre 1,93.75,Métodos Numéricos Avanzados,6,0,93.07
Ingeniería en Informática,Año 4 - Cuatrimestre 2,72.25,Simulación de Sistemas,6,140,93.75|72.34|93.07
Ingeniería en Informática,Año 4 - Cuatrimestre 2,72.27,Sistemas de Inteligencia Artificial,6,120,93.75|93.24|72.34
Ingeniería en Informática,Año 4 - Cuatrimestre 2,72.43,Gestión de Proyectos Informáticos,3,0,
Ingeniería en Informática,Año 4 - Cuatrimestre 2,72.44,Criptografía y Seguridad,6,0,72.07
Ingeniería en Informática,Año 5 - Cuatrimestre 1,12.83,Seguridad Ocupacional y Ambiental,3,140,
Ingeniería en Informática,Año 5 - Cuatrimestre 1,72.20,Redes de Información,6,171,72.07
Ingeniería en Informática,Año 5 - Cuatrimestre 1,72.45,Proyecto Final,12,160,
Ingeniería en Informática,Año 5 - Cuatrimestre 2,72.98,Práctica Laboral,0,144,
Ingeniería en Informática,Año 5 - Cuatrimestre 2,94.23,Formación General III,3,168,
Ingeniería en Informática,Año 5 - Cuatrimestre 2,94.52,Inglés II,0,0,
Ingeniería en Informática,Electivas,10.07,Creatividad,3,96,
Ingeniería en Informática,Electivas,10.09,Formación para Emprendedores,3,0,
Ingeniería en Informática,Electivas,11.36,Innovación y Competitividad,3,192,
Ingeniería en Informática,Electivas,11.83,Gestión de Operaciones,6,0,93.24
Ingeniería en Informática,Electivas,16.04,Neurociencias y Desarrollo Productivo,3,0,
Ingeniería en Informática,Electivas,16.50,Introducción a la Bioinformática,3,0,72.37
Ingeniería en Informática,Electivas,16.57,Robótica Bioinspirada,3,0,72.08
Ingeniería en Informática,Electivas,16.82,Neurociencia Computacional,3,0,93.28|72.34|93.24
Ingeniería en Informática,Electivas,16.95,Startups basadas en ciencia,1,144,
Ingeniería en Informática,Electivas,22.09,Fundamentos Electrónicos de la Informática,6,0,
Ingeniería en Informática,Electivas,22.48,Procesamiento de Imágenes,3,0,93.75
Ingeniería en Informática,Electivas,23.15,Realidad Virtual,3,0,93.58|72.34
Ingeniería en Informática,Electivas,25.04,Computación Cuántica,6,144,
Ingeniería en Informática,Electivas,48.02,AI: Data Management Course & Digital Transformation,1,0,
Ingeniería en Informática,Electivas,61.08,Derecho Digital,1,0,61.32
Ingeniería en Informática,Electivas,61.11,Derecho Laboral y Seguridad Social en la Empresa,1,0,61.32
Ingeniería en Informática,Electivas,61.13,Práctica Contractual,1,0,61.32
Ingeniería en Informática,Electivas,61.16,Introducción a las Finanzas,3,0,61.23
Ingeniería en Informática,Electivas,61.50,Finanzas de la Empresa,3,0,61.23
Ingeniería en Informática,Electivas,68.99,Introducción a la Ciencia de Ciudades,1,144,
Ingeniería en Informática,Electivas,71.48,Introducción a la realidad aumentada,1,51,
Ingeniería en Informática,Electivas,72.02,Organización Básica de la Computadora,6,0,
Ingeniería en Informática,Electivas,72.18,Programación Funcional,4,0,
Ingeniería en Informática,Electivas,72.22,Sistemas Tolerantes a Fallas,6,0,
Ingeniería en Informática,Electivas,72.23,Diseño y Construcción de Compiladores,1,0,
Ingeniería en Informática,Electivas,72.28,Topología de Internet: Análisis y Modelado,3,0,
Ingeniería en Informática,Electivas,72.29,Tipos para Lenguajes de Programación,3,0,72.34
Ingeniería en Informática,Electivas,72.46,Robótica Basada en Comportamiento,6,0,72.27
Ingeniería en Informática,Electivas,72.49,Sistemas Tolerantes a Fallas,3,0,72.42
Ingeniería en Informática,Electivas,72.50,Introducción al Desarrollo de Videojuegos,6,0,72.34
Ingeniería en Informática,Electivas,72.51,Tecnologías para Web 2.0 y Redes Sociales,3,0,72.42
Ingeniería en Informática,Electivas,72.52,Análisis y Tratamiento de Imágenes,3,0,93.75|72.34
Ingeniería en Informática,Electivas,72.53,Visión Computacional 3D,3,0,72.34
Ingeniería en Informática,Electivas,72.54,OLAP y Explotación de Datos,3,0,93.24|72.41
Ingeniería en Informática,Electivas,72.55,Ontologías en la Web,3,0,72.32|72.37
Ingeniería en Informática,Electivas,72.56,Automatización e Integración de Sistemas de Información,6,0,
Ingeniería en Informática,Electivas,72.57,Sistemas Embebidos,3,0,
Ingeniería en Informática,Electivas,72.58,Computación Gráfica,3,0,72.34
Ingeniería en Informática,Electivas,72.59,Sistemas de Inteligencia Artificial II,3,0,72.27
Ingeniería en Informática,Electivas,72.60,Programación Funcional,3,0,72.34
Ingeniería en Informática,Electivas,72.61,Taller de Diseño de Videojuegos,1,0,72.34
Ingeniería en Informática,Electivas,72.64,Cloud Computing,3,0,72.32
Ingeniería en Informática,Electivas,72.65,Desarrollo de Videojuegos 2D en iPhone OS,3,0,72.34
Ingeniería en Informática,Electivas,72.66,Sistemas Embebidos,6,0,
Ingeniería en Informática,Electivas,72.67,Robótica Cinemática Computacional,3,0,
Ingeniería en Informática,Electivas,72.68,Arte y Ciencia Interactivos,3,0,
Ingeniería en Informática,Electivas,72.69,Seguridad de Software basada en Flujo de Información,6,0,
Ingeniería en Informática,Electivas,72.70,Modelos e Imágenes Fractales,1,0,
Ingeniería en Informática,Electivas,72.71,Integración de Sistemas de Información,3,0,72.07|72.37|72.35
Ingeniería en Informática,Electivas,72.72,Análisis y Verificación de Modelos y Códigos,3,0,
Ingeniería en Informática,Electivas,72.73,Aprendizaje por Refuerzo en Robótica,3,0,
Ingeniería en Informática,Electivas,72.74,Visualización de Información,3,0,72.31
Ingeniería en Informática,Electivas,72.75,Aprendizaje Automático (Machine Learning),3,0,93.75|72.34|93.24
Ingeniería en Informática,Electivas,72.77,Técnicas Automáticas para Testing de Software,3,0,
Ingeniería en Informática,Electivas,72.78,OLAP Espacial,3,0,
Ingeniería en Informática,Electivas,72.79,Sistemas Multiagente I,3,0,72.27
Ingeniería en Informática,Electivas,72.80,Big Data,3,0,72.41
Ingeniería en Informática,Electivas,72.81,Simulación y Animación de Sistemas Multipartículas,3,0,
Ingeniería en Informática,Electivas,72.82,Tópicos de NOSQL,3,0,72.41
Ingeniería en Informática,Electivas,72.83,Técnicas Avanzadas de HCI con Uso de Rastreadores de Ojos y Manos,3,0,
Ingeniería en Informática,Electivas,72.84,Base de Datos Espaciales y Sistemas de Información Geográfica,3,0,72.37
Ingeniería en Informática,Electivas,72.85,Análisis de Datos en la Web Semántica,3,0,72.32|72.37
Ingeniería en Informática,Electivas,72.86,Técnicas Avanzadas en Videojuegos,3,0,72.97
Ingeniería en Informática,Electivas,72.87,Diseño Sonoro para Animación y Videojuegos,3,0,72.34
Ingeniería en Informática,Electivas,72.88,Introducción a la Neurociencia Computacional,3,0,93.75|93.24|72.34
Ingeniería en Informática,Electivas,72.89,Moneda Digital Descentralizada,3,0,72.44
Ingeniería en Informática,Electivas,72.90,Internet de las Cosas (IoT),3,0,93.07|93.43
Ingeniería en Informática,Electivas,72.92,El Paradigma NoSQL - Bases de Datos de Grafos,3,0,72.41
Ingeniería en Informática,Electivas,72.94,Introducción a los Sistemas Embebidos,3,0,72.08
Ingeniería en Informática,Electivas,72.95,Proyecto de Innovación Científico-Tecnológico,12,0,
Ingeniería en Informática,Electivas,72.96,Proyecto de Aplicaciones Móviles,3,0,72.38
Ingeniería en Informática,Electivas,72.97,Introducción a la Programación de Videojuegos,3,0,72.34
Ingeniería en Informática,Electivas,73.21,Desarrollo de Aplicaciones Móviles Multiplataforma,3,0,72.38
Ingeniería en Informática,Electivas,73.22,Fundamentos de DevOps,3,0,72.35
Ingeniería en Informática,Electivas,73.23,Programación Orientada a Datos,1,0,72.34
Ingeniería en Informática,Electivas,73.30,Desarrollo profesional de software: del código al producto,3,0,72.38
Ingeniería en Informática,Electivas,73.40,ARQUITECTURA DE MICROSERVICIOS,3,0,72.07|72.35
Ingeniería en Informática,Electivas,73.50,"Infraestructura de Cómputo: Data Center, Cloud y Edge",3,0,72.20|72.41
Ingeniería en Informática,Electivas,73.60,Introducción a la Robótica Empresarial,1,0,
Ingeniería en Informática,Electivas,73.61,Neurorobótica,1,0,
Ingeniería en Informática,Electivas,73.62,Introducción a la Programación Paralela,1,0,72.33|72.11
Ingeniería en Informática,Electivas,73.63,Redes Equivariantes,1,0,72.27
Ingeniería en Informática,Electivas,73.64,Temas Avanzados en Deep Learning,2,0,72.27
Ingeniería en Informática,Electivas,73.65,Procesamiento del Lenguaje Natural,3,0,93.07
Ingeniería en Informática,Electivas,73.66,Procesamiento de Imágenes Satelitales,1,0,
Ingeniería en Informática,Electivas,73.67,Análisis de series de tiempo con Inteligencia Artificial,1,0,72.27
Ingeniería en Informática,Electivas,73.68,Tecnologías Emergentes para Aprendizaje Automático e Inteligencia Artificial,1,0,72.27
Ingeniería en Informática,Electivas,73.69,Large Language Models,3,0,
Ingeniería en Informática,Electivas,73.70,Análisis de datos en neurociencias,3,144,
Ingeniería en Informática,Electivas,73.80,SEGURIDAD OFENSIVA,1,0,72.44
Ingeniería en Informática,Electivas,73.81,Ciberseguridad Ofensiva y Defensiva,3,0,72.44
Ingeniería en Informática,Electivas,73.82,Bases de Datos Espaciales y de Movilidad,3,0,72.37
Ingeniería en Informática,Electivas,73.83,Gestión estratégica de la Ciberseguridad,1,0,72.44
Ingeniería en Informática,Electivas,73.84,Ciencia de Datos Aplicada,3,0,72.27
Ingeniería en Informática,Electivas,73.89,Introducción a Blockchain y Criptomonedas,3,0,72.44
Ingeniería en Informática,Electivas,73.98,Desarrollo Integral de Videojuegos,3,0,72.97
Ingeniería en Informática,Electivas,74.60,Visión por Computadora (Computer Vision),3,144,
Ingeniería en Informática,Electivas,81.13,Futuros Posibles,1,0,
Ingeniería en Informática,Electivas,81.14,Product Management,3,0,
Ingeniería en Informática,Electivas,81.16,Negociación,1,0,
Ingeniería en Informática,Electivas,81.57,Arquitectura de soluciones digitales,3,0,72.07|72.37|72.35
Ingeniería en Informática,Electivas,81.74,Introducción a la realidad aumentada,1,51,
Ingeniería en Informática,Electivas,81.76,Tecnologías para las Finanzas,3,144,
Ingeniería en Informática,Electivas,81.94,Experiencia Inmersiva de Innovación Tecnológica,1,0,
Ingeniería en Informática,Electivas,82.08,Cloud Computing,3,0,72.32
Ingeniería en Informática,Electivas,82.18,Procesamiento del Lenguaje Natural,3,0,93.07
Ingeniería en Informática,Electivas,82.21,Factibilidad de Proyectos Data Driven,3,0,61.23
Ingeniería en Informática,Electivas,94.26,Comunicación Organizacional,3,0,
Ingeniería en Informática,Electivas,94.42,Comunicación Estratégica,3,0,
Ingeniería en Informática,Electivas,94.62,Ética en los Negocios,3,0,
Ingeniería en Informática,Electivas,94.64,Prácticas Expositivas,3,120,
Ingeniería en Informática,Electivas,94.65,Practica Profesional supervisada,0,144,
Ingeniería en Informática,Electivas,94.92,Escritura Académica,3,0,
Ingeniería Industrial,Año 1 - Cuatrimestre 1,12.67,Química General,6,0,
Ingeniería Industrial,Año 1 - Cuatrimestre 1,71.20,Informática General,3,0,
Ingeniería Industrial,Año 1 - Cuatrimestre 1,92.01,Análisis Matemático I,6,0,
Ingeniería Industrial,Año 1 - Cuatrimestre 1,93.18,Álgebra Lineal,6,0,
Ingeniería Industrial,Año 1 - Cuatrimestre 1,94.33,Tecnología y Sociedad,3,0,
Ingeniería Industrial,Año 1 - Cuatrimestre 2,16.55,Biología,3,0,
Ingeniería Industrial,Año 1 - Cuatrimestre 2,31.08,Sistemas de Representación,3,0,
Ingeniería Industrial,Año 1 - Cuatrimestre 2,92.02,Análisis Matemático II,6,0,92.01|93.18
Ingeniería Industrial,Año 1 - Cuatrimestre 2,93.41,Física I,6,0,92.01
Ingeniería Industrial,Año 1 - Cuatrimestre 2,REVISAR,Gestión de Datos,6,,
Ingeniería Industrial,Año 2 - Cuatrimestre 1,30.89,Mecánica de Sólidos,3,0,93.41
Ingeniería Industrial,Año 2 - Cuatrimestre 1,92.03,Análisis Matemático III,6,0,92.01|93.18
Ingeniería Industrial,Año 2 - Cuatrimestre 1,93.36,Probabilidad,3,0,92.02
Ingeniería Industrial,Año 2 - Cuatrimestre 1,93.42,Física II,6,0,92.02
Ingeniería Industrial,Año 2 - Cuatrimestre 2,11.28,Sistemas Complejos,3,0,
Ingeniería Industrial,Año 2 - Cuatrimestre 2,11.67,Estadística Aplicada,6,0,93.36
Ingeniería Industrial,Año 2 - Cuatrimestre 2,31.24,Mecánica de Fluidos,3,0,92.03|93.41
Ingeniería Industrial,Año 2 - Cuatrimestre 2,92.05,Análisis Matemático IV,4,0,92.03
Ingeniería Industrial,Año 2 - Cuatrimestre 2,93.07,Métodos Numéricos,3,0,92.03
Ingeniería Industrial,Año 2 - Cuatrimestre 2,93.43,Física III,6,0,92.03
Ingeniería Industrial,Año 3 - Cuatrimestre 1,11.10,Organización de la Producción I,6,0,
Ingeniería Industrial,Año 3 - Cuatrimestre 1,11.16,Materiales y Procesos,6,0,30.89
Ingeniería Industrial,Año 3 - Cuatrimestre 1,21.30,Principios y Aplicaciones Eléctricas,5,0,93.43
Ingeniería Industrial,Año 3 - Cuatrimestre 1,93.61,Física IV,4,0,93.43
Ingeniería Industrial,Año 3 - Cuatrimestre 1,94.43,Metodología del Diseño,3,72,
Ingeniería Industrial,Año 3 - Cuatrimestre 2,11.20,Supply Chain,6,0,11.10
Ingeniería Industrial,Año 3 - Cuatrimestre 2,11.51,Investigación Operativa,6,0,11.67
Ingeniería Industrial,Año 3 - Cuatrimestre 2,30.32,Termodinámica y sus aplicaciones,6,0,93.42
Ingeniería Industrial,Año 3 - Cuatrimestre 2,94.44,Proyecto Interdisciplinario,3,0,94.43
Ingeniería Industrial,Año 4 - Cuatrimestre 1,11.75,Tecnologías y Procesos de Producción,3,0,11.16
Ingeniería Industrial,Año 4 - Cuatrimestre 1,23.17,Electrónica e Instrumentación,3,0,
Ingeniería Industrial,Año 4 - Cuatrimestre 1,61.09,Economía Empresaria,6,0,11.10
Ingeniería Industrial,Año 4 - Cuatrimestre 1,71.90,Certificaciones tecnológicas,0,0,
Ingeniería Industrial,Año 4 - Cuatrimestre 1,94.51,Inglés I,0,0,
Ingeniería Industrial,Año 4 - Cuatrimestre 2,10.02,Gestión Ambiental,3,0,11.75
Ingeniería Industrial,Año 4 - Cuatrimestre 2,11.63,Simulación,3,0,11.51
Ingeniería Industrial,Año 4 - Cuatrimestre 2,61.28,Economía,6,0,61.09
Ingeniería Industrial,Año 4 - Cuatrimestre 2,61.31,Derecho para Ingenieros,3,0,
Ingeniería Industrial,Año 5 - Cuatrimestre 1,10.01,Proyecto Final de Ingeniería Industrial (Anual),6,0,94.44|11.51|61.09|11.20
Ingeniería Industrial,Año 5 - Cuatrimestre 2,94.52,Inglés II,0,0,94.51
Ingeniería Industrial,Año 5 - Cuatrimestre 2,94.65,Practica Profesional supervisada,0,144,
Ingeniería Industrial,Bloque I Electivas,71.45,Estructura de Datos y Programación,6,0,71.20
Ingeniería Industrial,Bloque II Electivas General,10.07,Creatividad,3,72,
Ingeniería Industrial,Bloque II Electivas General,10.09,Formación para Emprendedores,3,72,
Ingeniería Industrial,Bloque II Electivas General,10.15,Agroindustria,3,72,
Ingeniería Industrial,Bloque II Electivas General,10.16,Machine Learning para Negocios,3,72,92.03|93.36
Ingeniería Industrial,Bloque II Electivas General,10.21,Herramientas Avanzadas de la Calidad,3,72,11.67
